longitude,latitude,median_house_value,population
-117.2,32.83,161400,792
-117.2,32.82,171600,643
-117.2,32.82,172300,1392
-117.19,32.82,208200,1619
-117.19,32.82,204000,442
-117.19,32.82,192900,945
-117.18,32.84,175900,1476
-117.18,32.84,165100,1272
-117.18,32.84,167800,823
-117.19,32.84,197100,1250
-117.19,32.84,172000,1001
-117.18,32.83,184100,1218
-117.19,32.83,169800,1240
-117.19,32.83,173300,1601
-117.17,32.83,212500,1591
-117.17,32.82,198100,911
-117.17,32.82,197600,1471
-117.18,32.83,182800,1105
-117.18,32.83,162000,1090
-117.16,32.82,188000,1098
-117.17,32.81,184100,974
-117.17,32.81,185700,346
-117.18,32.81,179500,3784
-117.17,32.82,187500,715
-117.16,32.81,159000,2046
-117.16,32.81,172400,532
-117.16,32.8,159700,211
-117.16,32.8,177800,1213
-117.16,32.81,176300,1021
-117.17,32.81,178700,1355
-117.14,32.83,177500,896
-117.18,32.82,162300,722
-117.18,32.81,204000,1503
-117.19,32.81,207000,2221
-117.18,32.8,217100,1605
-117.18,32.8,198500,1022
-117.18,32.79,140400,2961
-117.17,32.79,123600,3009
-117.17,32.79,133300,946
-117.16,32.8,187500,1308
-117.17,32.8,157600,1822
-117.15,32.8,87500,1211
-117.15,32.8,146300,2284
-117.16,32.78,178600,1697
-117.16,32.79,154300,1569
-117.17,32.78,164100,3102
-117.16,32.78,165000,1594
-117.17,32.78,145200,892
-117.17,32.77,166800,695
-117.17,32.77,164800,1547
-117.18,32.77,87500,913
-117.18,32.76,158900,1297
-117.18,32.76,67500,327
-117.18,32.78,210000,3122
-117.18,32.77,200600,592
-117.21,32.81,302100,1062
-117.2,32.8,200000,2089
-117.2,32.79,300000,746
-117.2,32.8,294100,1084
-117.21,32.8,289600,532
-117.19,32.8,166300,1235
-117.2,32.8,168400,1620
-117.19,32.79,235100,665
-117.19,32.79,238400,777
-117.2,32.79,276000,1245
-117.2,32.79,255600,654
-117.2,32.79,192200,409
-117.19,32.78,252000,1659
-117.2,32.78,241600,1132
-117.19,32.77,238000,3185
-117.19,32.77,151000,1305
-117.19,32.77,143800,248
-117.19,32.77,140600,1645
-117.2,32.77,137500,77
-117.2,32.77,196900,936
-117.15,32.81,178300,900
-117.15,32.8,166700,1070
-117.14,32.8,156900,1813
-117.14,32.8,179800,1256
-117.14,32.8,169600,710
-117.14,32.79,188600,1568
-117.15,32.78,205100,611
-117.14,32.79,183000,422
-117.13,32.81,177400,1349
-117.14,32.81,179100,800
-117.13,32.8,108300,784
-117.13,32.8,175300,1263
-117.12,32.8,174200,1392
-117.13,32.81,166500,1202
-117.12,32.8,166300,879
-117.13,32.8,174900,1044
-117.13,32.79,174100,723
-117.13,32.79,173800,698
-117.12,32.78,124200,1309
-117.15,32.77,92200,847
-117.09,32.81,288200,2710
-117.11,32.82,175000,3174
-117.11,32.82,112500,1341
-117.11,32.81,67500,2303
-117.11,32.8,67500,2791
-117.09,32.8,131300,247
-117.11,32.84,243000,2020
-117.11,32.82,166500,1771
-117.1,32.83,248100,467
-117.1,32.83,179500,1820
-117.09,32.83,264000,2001
-117.08,32.82,278600,770
-117.08,32.82,271700,2190
-117.08,32.83,260600,4446
-117.04,32.83,177400,777
-117.07,32.91,477600,894
-117.04,32.9,436100,3146
-117.08,32.8,184500,1162
-117.09,32.79,169700,999
-117.09,32.8,174100,915
-117.08,32.8,178100,635
-117.11,32.79,96900,1129
-117.11,32.79,129300,1006
-117.11,32.78,73500,1170
-117.11,32.78,133200,930
-117.09,32.79,171200,683
-117.09,32.79,170000,861
-117.09,32.79,177700,872
-117.09,32.78,165300,816
-117.07,32.8,181000,1017
-117.07,32.8,168900,820
-117.07,32.79,170800,1711
-117.07,32.8,195100,1094
-117.07,32.81,224200,778
-117.06,32.81,234700,1694
-117.05,32.81,228600,771
-117.05,32.8,180400,549
-117.06,32.8,222000,973
-117.07,32.79,277600,911
-117.07,32.78,268300,1516
-117.08,32.78,222800,984
-117.04,32.79,306800,863
-117.04,32.8,243400,1067
-117.05,32.8,94600,574
-117.05,32.8,249000,865
-117.05,32.8,330600,1116
-117.06,32.79,331800,771
-117.06,32.79,391300,1246
-117.06,32.78,220800,942
-117.02,32.8,177200,927
-117.03,32.79,220500,1469
-117.03,32.8,220000,1554
-117.04,32.8,146700,630
-117.01,32.8,84200,650
-117.01,32.8,160200,803
-117.01,32.8,168900,1198
-117.01,32.79,159300,1864
-117.02,32.8,168900,665
-117.02,32.8,170000,1129
-117.01,32.81,185100,1866
-117.02,32.81,164000,950
-117.02,32.81,180900,874
-117.01,32.81,193500,1620
-117.02,32.81,182200,1451
-117.03,32.82,209700,743
-117.04,32.81,254200,1381
-117.05,32.82,197000,1684
-117.05,32.59,131900,1326
-117.06,32.59,148800,2814
-117.05,32.58,136900,1551
-117.06,32.58,147700,2213
-117.06,32.58,107600,1761
-117.06,32.58,142400,2098
-117.06,32.57,156500,1609
-117.04,32.58,152100,1883
-117.04,32.58,132100,1497
-117.05,32.58,134800,1392
-117.05,32.58,132700,1558
-117.05,32.57,127600,2412
-117.06,32.57,123600,991
-117.06,32.57,141100,1776
-117.05,32.57,138000,2450
-117.05,32.56,114900,1195
-117.05,32.56,134500,811
-117.06,32.57,95000,1429
-116.97,32.56,153300,5176
-117.04,32.55,93200,2511
-117.05,32.56,139300,2049
-117.06,32.56,140400,2768
-117.06,32.56,125000,3148
-117.06,32.55,108800,3284
-117.04,32.54,67500,1187
-117.1,32.59,87500,1621
-117.1,32.58,120800,1318
-117.1,32.58,132800,1585
-117.1,32.58,122700,330
-117.1,32.58,136800,759
-117.1,32.57,144900,1221
-117.1,32.56,146800,1502
-117.07,32.57,131400,1911
-117.08,32.57,103200,1943
-117.07,32.57,93600,1224
-117.07,32.56,142600,3293
-117.08,32.59,153000,2441
-117.08,32.58,142700,1002
-117.08,32.58,131000,1420
-117.07,32.58,134400,899
-117.09,32.58,135300,1785
-117.08,32.57,88300,4451
-117.09,32.57,139500,1371
-117.09,32.57,160700,1645
-117.09,32.57,138900,357
-117.09,32.56,151500,626
-117.09,32.55,144400,4797
-117.12,32.58,136700,1226
-117.12,32.57,174100,983
-117.13,32.58,156000,1427
-117.13,32.58,159400,1142
-117.13,32.58,195300,814
-117.12,32.56,257700,1819
-117.11,32.58,135600,1074
-117.11,32.57,140500,1702
-117.12,32.57,133300,930
-117.12,32.58,131600,869
-117.11,32.58,125000,2109
-117.1,32.58,127600,1889
-117.1,32.57,133700,3662
-117.11,32.59,143200,1529
-117.11,32.58,132500,870
-117.11,32.59,153100,1538
-117.12,32.59,144500,1825
-117.16,32.58,147800,1076
-117.13,32.63,478500,1900
-117.17,32.63,67500,2745
-117.17,32.68,187500,873
-117.18,32.68,500001,556
-117.18,32.69,500001,668
-117.18,32.69,320800,1304
-117.18,32.69,452800,1258
-117.17,32.69,500001,767
-117.18,32.69,432400,978
-117.17,32.69,334600,1159
-117.17,32.69,422200,1341
-117.17,32.7,409700,1804
-117.18,32.7,368800,1102
-117.18,32.7,404500,761
-117.19,32.69,482700,1042
-117.11,32.68,125000,58
-117.11,32.67,93000,445
-117.11,32.67,92500,790
-117.11,32.67,47500,248
-117.12,32.66,60000,8
-117.11,32.67,83300,217
-117.11,32.66,118800,14
-117.09,32.67,117000,983
-117.09,32.66,127100,570
-117.09,32.66,114300,1086
-117.1,32.66,106300,1785
-117.1,32.67,109100,2721
-117.1,32.67,110600,1669
-117.09,32.68,120600,1997
-117.09,32.67,108900,1581
-117.1,32.67,92900,1347
-117.1,32.68,88900,837
-117.1,32.69,103600,3675
-117.1,32.68,107600,1920
-117.1,32.68,90300,637
-117.1,32.68,93600,1200
-117.1,32.68,97800,1003
-117.1,32.68,99600,900
-117.07,32.69,118000,1091
-117.08,32.69,117000,1938
-117.08,32.69,111400,1001
-117.09,32.69,112700,1031
-117.09,32.68,100000,1650
-117.07,32.69,153300,820
-117.08,32.68,112400,2156
-117.08,32.68,122600,3127
-117.09,32.68,104900,2341
-117.07,32.67,112300,2179
-117.08,32.67,118200,2088
-117.09,32.66,136300,423
-117.08,32.66,103400,839
-117.07,32.67,95600,1723
-117.07,32.65,204900,2272
-117.07,32.64,172800,2152
-117.08,32.64,145800,548
-117.08,32.65,147000,1487
-117.08,32.64,150000,494
-117.08,32.64,141700,947
-117.09,32.65,145800,573
-117.09,32.65,150000,2359
-117.08,32.65,123800,1277
-117.09,32.64,145900,1240
-117.09,32.64,142700,2126
-117.1,32.64,134700,1236
-117.09,32.64,57500,1302
-117.09,32.64,131300,1205
-117.09,32.63,67500,1935
-117.11,32.64,67500,1025
-117.11,32.62,131500,1078
-117.09,32.62,128700,867
-117.09,32.62,129700,1344
-117.09,32.62,129700,1153
-117.08,32.63,139800,1607
-117.09,32.64,147500,2002
-117.09,32.63,150000,420
-117.07,32.64,150400,745
-117.07,32.63,156900,1026
-117.07,32.64,129500,1593
-117.06,32.63,160200,612
-117.06,32.62,189700,408
-117.07,32.63,154900,796
-117.07,32.63,145500,1056
-117.08,32.63,159400,1827
-117.08,32.63,146300,1266
-117.08,32.62,158600,1353
-117.08,32.62,150400,818
-117.09,32.61,118800,640
-117.09,32.61,113000,1335
-117.08,32.62,151900,3261
-117.08,32.61,149100,1485
-117.07,32.62,155900,2750
-117.06,32.61,128300,2609
-117.07,32.61,135500,3222
-117.07,32.6,67500,1042
-117.07,32.59,96200,1327
-117.08,32.59,134400,220
-117.08,32.6,121900,1334
-117.07,32.61,128400,1000
-117.06,32.61,152300,3123
-117.06,32.61,131100,1267
-117.07,32.6,106300,983
-117.06,32.6,94600,434
-117.06,32.6,107300,1095
-117.06,32.6,108200,989
-117.05,32.63,160100,2334
-117.05,32.62,144500,2315
-117.04,32.62,156000,2000
-117.05,32.61,139900,2585
-117.05,32.61,129700,3795
-117.05,32.61,139300,1145
-117.04,32.6,139800,5094
-117.04,32.6,152900,3002
-117.05,32.59,98300,3073
-117.04,32.63,160200,1228
-117.04,32.62,151900,1089
-117.03,32.61,171300,778
-117.03,32.61,166900,523
-117.03,32.6,143400,742
-117.02,32.59,98100,1102
-116.98,32.62,184300,4771
-117.06,32.64,186100,1883
-117.06,32.63,169800,2096
-116.98,32.68,156300,1217
-117.01,32.67,266900,1125
-117.0,32.67,264100,1002
-117.02,32.67,245200,635
-117.01,32.66,293900,4495
-117.02,32.66,273600,376
-116.97,32.65,233400,7985
-116.99,32.64,193500,2046
-117.04,32.65,247800,3159
-117.03,32.65,290500,472
-117.0,32.64,170400,1391
-117.01,32.63,221600,3269
-117.04,32.64,225600,1213
-117.02,32.64,281700,157
-117.03,32.63,227700,1165
-117.03,32.63,213700,1466
-117.04,32.63,181600,1166
-116.99,32.74,189900,1410
-116.98,32.74,158300,1995
-116.98,32.74,173700,454
-116.98,32.74,162300,1754
-116.98,32.72,158300,1914
-116.98,32.73,175300,530
-116.98,32.72,223300,571
-116.97,32.74,176100,3597
-116.95,32.74,141700,1429
-116.96,32.71,155000,1129
-116.95,32.73,157100,960
-116.97,32.76,270700,838
-116.98,32.75,214000,1905
-116.97,32.75,186900,1720
-116.98,32.75,170800,802
-116.97,32.76,228900,1348
-116.95,32.76,266200,2074
-116.94,32.75,229700,6945
-116.92,32.76,181300,947
-116.92,32.76,249400,862
-116.91,32.75,240900,4372
-117.0,32.76,189100,805
-116.99,32.76,273500,1645
-116.99,32.74,215300,1952
-117.0,32.74,118800,1423
-116.99,32.73,153800,1103
-117.01,32.75,178100,2065
-117.01,32.75,152500,973
-117.01,32.74,135200,2098
-117.01,32.73,120800,1556
-117.0,32.73,127600,3424
-117.0,32.72,143200,2352
-117.01,32.72,132300,2104
-116.99,32.7,150100,2629
-117.0,32.7,131000,1456
-116.98,32.71,121400,1277
-116.99,32.71,113800,2355
-117.0,32.71,123500,1395
-117.01,32.71,129100,1977
-116.99,32.72,169500,334
-116.99,32.72,143300,1046
-116.99,32.72,149600,719
-116.99,32.72,169500,441
-117.02,32.74,144700,2012
-117.03,32.73,142000,1169
-117.03,32.73,154400,997
-117.03,32.74,130400,404
-117.02,32.73,141400,3280
-117.02,32.72,126900,1142
-117.03,32.73,123600,1557
-117.03,32.72,125400,505
-117.03,32.72,120600,1515
-117.04,32.72,137000,3020
-117.04,32.73,130700,1097
-117.04,32.73,125400,1032
-117.05,32.72,133900,1694
-117.05,32.73,133900,1763
-117.03,32.74,129700,991
-117.04,32.74,140700,2288
-117.02,32.74,119200,2000
-117.04,32.74,132000,1727
-117.04,32.75,144000,1070
-117.05,32.75,142900,1437
-117.05,32.75,133700,826
-117.03,32.77,161200,918
-117.02,32.76,154200,543
-117.02,32.76,185700,976
-117.02,32.75,217100,1345
-117.03,32.75,187300,3898
-117.04,32.77,148900,2199
-117.04,32.76,141400,1534
-117.05,32.76,154800,2076
-117.04,32.76,152200,1285
-117.04,32.77,144700,3769
-117.03,32.77,118200,2572
-117.05,32.78,161700,529
-117.03,32.78,171300,2957
-117.02,32.78,158200,1726
-117.03,32.79,174400,1077
-117.03,32.79,166300,3331
-117.0,32.77,173500,776
-117.01,32.76,189600,1800
-117.01,32.76,223700,1464
-117.01,32.77,185200,1005
-117.01,32.77,164200,1592
-117.01,32.77,149300,496
-117.01,32.79,155300,1886
-117.01,32.78,235600,1532
-117.02,32.78,163000,1198
-117.02,32.79,147900,868
-116.99,32.79,165100,1003
-116.99,32.79,165800,1609
-116.99,32.78,222800,385
-117.0,32.79,155800,1595
-116.99,32.77,301600,828
-116.98,32.77,379600,1097
-117.0,32.76,226800,956
-117.0,32.77,241400,881
-116.95,32.78,138100,1147
-116.96,32.78,132800,1785
-116.97,32.78,226900,3941
-116.92,32.78,159100,2101
-116.91,32.78,316400,1580
-116.92,32.77,275000,1269
-116.9,32.77,307100,1421
-116.95,32.78,296400,1489
-116.95,32.77,303400,1201
-116.94,32.78,193200,6990
-116.85,32.83,197600,2191
-116.88,32.81,143200,1590
-116.86,32.8,187200,848
-116.83,32.83,167800,1513
-116.83,32.81,210500,1021
-116.92,32.79,142000,2123
-116.93,32.79,140600,3108
-116.91,32.8,208800,1081
-116.9,32.79,294700,1410
-116.94,32.8,109800,4868
-116.93,32.79,142300,1948
-116.95,32.79,123200,7178
-116.96,32.8,120800,2612
-116.96,32.79,123800,2341
-116.96,32.79,133700,691
-116.96,32.8,104200,1420
-116.97,32.79,112500,2971
-116.96,32.79,138800,3308
-116.97,32.78,138600,671
-116.97,32.78,136400,681
-116.97,32.79,113600,782
-116.98,32.79,189700,1611
-116.98,32.8,164400,2672
-116.99,32.8,195800,1513
-117.0,32.8,150300,768
-117.0,32.8,144100,912
-116.99,32.81,201000,1997
-116.99,32.81,250000,4439
-116.97,32.83,112500,101
-116.97,32.81,125000,844
-116.97,32.8,111400,2204
-116.94,32.81,135200,2766
-116.94,32.8,137500,1964
-116.96,32.8,124100,3045
-116.96,32.8,134400,1681
-116.92,32.82,165300,772
-116.92,32.81,158900,1510
-116.93,32.82,171000,1820
-116.91,32.81,232000,1952
-116.92,32.8,160400,857
-116.92,32.81,112500,836
-116.93,32.8,130000,1219
-116.93,32.81,125400,1573
-116.95,32.82,135700,2852
-116.95,32.82,108300,3112
-116.95,32.81,147700,698
-116.96,32.81,152500,1410
-116.94,32.82,159200,826
-116.94,32.81,143500,1686
-116.95,32.81,100000,1513
-116.95,32.82,144900,1904
-116.97,32.83,117300,3183
-116.99,32.83,154600,3687
-116.99,32.85,134200,3025
-116.98,32.85,134500,3321
-117.01,32.83,121900,7302
-117.01,32.84,143300,901
-117.02,32.84,148300,2263
-116.96,32.85,166100,5247
-116.96,32.86,160300,1681
-116.96,32.87,158500,2531
-116.98,32.88,151700,4048
-116.98,32.86,153200,1236
-116.98,32.86,146400,4383
-117.0,32.87,150400,6296
-117.01,32.85,151400,1401
-117.0,32.85,140800,950
-116.95,32.83,168700,6389
-116.95,32.84,129400,752
-116.93,32.85,119000,1872
-116.93,32.85,150000,2770
-116.94,32.85,161000,599
-116.94,32.84,166300,778
-116.94,32.83,147800,872
-116.88,32.86,196600,1527
-116.86,32.87,285400,2630
-116.84,32.86,202100,1211
-116.89,32.85,158300,652
-116.91,32.87,147100,1690
-116.91,32.86,139500,2310
-116.91,32.86,131000,1633
-116.92,32.86,127000,1472
-116.93,32.83,172500,1463
-116.93,32.83,163500,684
-116.92,32.82,155700,1278
-116.92,32.85,145000,767
-116.92,32.84,178000,2188
-116.91,32.83,174400,2515
-116.92,32.82,184600,1458
-116.91,32.85,159500,2255
-116.89,32.85,185300,1757
-116.9,32.84,153800,1864
-116.89,32.82,154400,1442
-116.9,32.84,146900,2104
-116.91,32.82,170100,1085
-116.96,32.9,186500,1507
-116.94,32.89,227800,1078
-116.94,32.87,177200,1480
-116.93,32.87,211900,1561
-116.9,32.9,189200,1621
-116.84,32.92,119300,536
-117.05,33.01,211100,1439
-117.05,33.01,429300,1468
-117.04,33.01,342300,314
-117.03,33.0,387400,2693
-117.04,32.99,314900,4413
-117.04,32.98,192900,640
-117.06,32.99,180700,713
-117.05,32.97,194300,4763
-117.05,32.96,165800,1992
-117.04,32.97,175700,3683
-117.03,32.97,231200,1935
-117.03,32.96,182100,1940
-116.99,32.96,181300,2748
-117.02,32.95,160100,1043
-117.03,32.95,168900,2456
-117.05,32.95,178600,1297
-117.05,32.95,167800,3013
-117.06,33.02,121100,279
-117.06,33.01,159100,726
-117.07,33.01,169400,588
-117.07,33.02,148200,715
-117.06,33.04,278000,667
-117.06,33.03,265400,678
-117.07,33.03,268500,2026
-117.07,33.03,328200,361
-117.08,33.03,160600,818
-117.07,33.04,210100,926
-117.08,33.03,137900,1283
-117.08,33.03,229300,463
-117.08,33.03,137200,761
-117.09,33.03,220700,1228
-117.08,33.04,264100,1193
-117.15,33.02,450400,5613
-117.1,32.97,85800,2098
-117.1,32.96,167600,1134
-117.05,33.05,278600,2741
-117.05,33.04,400000,580
-117.05,33.03,222200,1639
-117.05,33.03,144600,32
-117.06,33.02,261500,994
-117.05,33.02,260100,388
-117.01,33.04,362300,1643
-117.04,33.03,296200,1083
-117.01,32.99,378300,1536
-116.99,33.01,500001,529
-117.09,32.91,255700,802
-117.09,32.91,282200,827
-117.09,32.9,255100,814
-117.1,32.9,184300,1047
-117.11,32.9,161500,705
-117.11,32.91,310600,855
-117.08,32.91,248400,690
-117.08,32.93,308300,6600
-117.08,32.91,327900,683
-117.07,33.01,294100,1917
-117.06,33.01,209200,904
-117.07,33.0,281600,2211
-117.07,33.0,241500,3775
-117.08,33.01,238700,2565
-117.09,32.99,201400,1037
-117.09,32.99,216800,1618
-117.09,32.98,268800,687
-117.12,32.96,156300,1444
-117.11,32.97,263600,850
-117.1,33.0,261100,7417
-117.11,32.95,231800,2223
-117.12,32.95,218100,1723
-117.12,32.96,238300,1526
-117.12,32.95,263700,4438
-117.08,32.97,246500,7644
-117.06,32.97,192300,2412
-117.25,33.06,296200,4194
-117.25,33.05,213400,1387
-117.26,33.05,240900,1057
-117.26,33.06,319800,1226
-117.24,33.05,169200,1559
-117.24,33.05,344200,2588
-117.2,33.07,411300,4496
-117.16,33.06,404500,770
-117.21,33.03,500001,1020
-117.18,33.02,500001,1364
-117.21,33.02,500001,1032
-117.23,33.01,500001,1541
-117.26,32.97,500001,1088
-117.26,32.96,500001,710
-117.26,32.95,500001,650
-117.26,32.95,500001,1947
-117.3,32.96,500001,380
-117.25,33.01,396000,1454
-117.24,33.0,369100,795
-117.23,32.99,500001,1011
-117.25,32.99,439900,1478
-117.25,33.0,485300,931
-117.26,33.0,393500,1059
-117.27,33.0,387800,1085
-117.31,33.0,492500,665
-117.26,32.99,231300,1532
-117.27,32.99,382100,1273
-117.26,32.98,226900,1690
-117.31,32.98,244700,849
-117.27,32.98,230700,351
-117.32,33.01,394400,1619
-117.28,33.02,347700,1251
-117.27,33.02,376700,2450
-117.26,33.04,278300,1088
-117.26,33.04,269600,1433
-117.24,33.04,147600,1412
-117.25,33.03,324600,1319
-117.27,33.03,215800,1108
-117.27,33.03,148700,1104
-117.26,33.02,369800,1724
-117.27,33.03,220900,1356
-117.27,33.02,286100,928
-117.29,33.05,300000,672
-117.28,33.04,252700,2471
-117.27,33.04,214600,1302
-117.29,33.04,286900,1281
-117.33,33.03,314300,603
-117.3,33.07,295100,1034
-117.29,33.08,346700,1463
-117.27,33.08,342400,1335
-117.29,33.06,338700,1008
-117.28,33.06,245800,2585
-117.27,33.06,367100,1612
-117.27,33.05,122400,1371
-117.3,33.08,343200,1389
-117.34,33.06,357100,815
-117.31,33.07,369400,948
-117.3,33.07,284800,2165
-117.3,33.06,276300,870
-117.3,33.06,290000,1049
-117.3,33.05,331300,775
-117.33,33.17,281300,4773
-117.34,33.16,243700,1286
-117.33,33.16,245500,1533
-117.32,33.15,262100,5495
-117.32,33.12,354000,936
-117.31,33.1,500001,747
-117.29,33.13,183000,224
-117.31,33.11,188100,2904
-117.29,33.12,168800,755
-117.29,33.1,259800,2064
-117.28,33.1,267900,1197
-117.35,33.17,185600,2849
-117.34,33.16,187500,610
-117.34,33.15,178500,4163
-117.35,33.16,500001,580
-117.35,33.16,206300,902
-117.34,33.15,283300,2111
-117.36,33.18,181800,2372
-117.36,33.18,185400,833
-117.35,33.17,198000,812
-117.36,33.17,500001,812
-117.37,33.18,266700,855
-117.37,33.19,173800,4729
-117.37,33.19,208600,1138
-117.37,33.19,192500,650
-117.37,33.19,185000,486
-117.38,33.19,197900,538
-117.38,33.14,313300,1298
-117.38,33.19,500000,1703
-117.38,33.2,106300,1288
-117.37,33.2,187500,845
-117.38,33.19,162500,359
-117.38,33.2,184400,974
-117.36,33.2,166100,1190
-117.36,33.2,169900,1323
-117.36,33.2,150800,1405
-117.35,33.2,169700,1793
-117.35,33.21,150300,912
-117.34,33.21,145700,1302
-117.35,33.2,142900,700
-117.34,33.21,216100,3015
-117.35,33.19,198100,1189
-117.34,33.19,224500,1533
-117.33,33.19,173600,1827
-117.34,33.19,274100,1654
-117.29,33.24,153800,1823
-117.3,33.23,98500,1759
-117.32,33.23,169300,982
-117.31,33.24,162400,792
-117.32,33.22,108900,1810
-117.33,33.22,91200,855
-117.32,33.22,91700,316
-117.33,33.21,85800,424
-117.3,33.22,184100,6666
-117.31,33.19,215500,8738
-117.29,33.2,157300,1428
-117.31,33.18,87700,599
-117.29,33.19,151600,4127
-117.28,33.2,152100,2983
-117.37,33.22,125600,1435
-117.35,33.23,189800,934
-117.35,33.21,117100,2051
-117.38,33.21,103300,1514
-117.37,33.2,99600,1425
-117.28,33.28,150700,4049
-117.25,33.3,359000,1151
-117.26,33.26,173900,2582
-117.3,33.26,133800,1227
-117.3,33.25,131000,1456
-117.31,33.25,102300,2140
-117.31,33.25,97100,1843
-117.32,33.25,186900,1314
-117.32,33.25,170900,4399
-117.34,33.23,141000,2212
-117.33,33.23,155600,1130
-117.33,33.23,127900,1258
-117.33,33.24,143400,2298
-117.42,33.35,134400,35682
-117.24,33.34,257300,1354
-117.22,33.36,263300,1351
-117.22,33.31,331300,1193
-117.21,33.34,325700,2312
-117.19,33.34,314400,1104
-117.17,33.34,189900,1022
-117.2,33.29,295900,2778
-117.17,33.28,376800,862
-117.25,33.38,146700,2007
-117.24,33.4,227000,1322
-117.23,33.38,173200,1727
-117.24,33.38,171200,1696
-117.25,33.38,134400,1031
-117.25,33.39,137300,1425
-117.26,33.37,154600,1440
-117.25,33.37,146900,1687
-117.24,33.37,180900,2436
-117.24,33.36,222600,1250
-117.25,33.36,247000,2833
-117.34,33.46,273300,848
-117.19,33.41,296100,1301
-117.14,33.39,208300,1931
-117.2,33.38,291500,2350
-117.1,33.36,168800,2091
-116.95,33.31,117000,1838
-117.03,33.32,243800,601
-117.05,33.29,267600,891
-117.05,33.26,264700,1704
-117.12,33.27,232800,1727
-117.0,33.29,419200,573
-116.98,33.26,254100,3129
-116.99,33.2,250000,1531
-116.9,33.22,234500,2012
-117.14,33.23,281300,918
-117.11,33.23,298100,2228
-117.08,33.23,272200,1385
-117.2,33.24,307300,2106
-117.15,33.2,294600,1253
-117.2,33.2,286400,1875
-117.22,33.22,190800,1693
-117.22,33.22,175000,1555
-117.22,33.22,162500,704
-117.23,33.24,240100,1014
-117.24,33.23,196000,1767
-117.24,33.23,150900,1194
-117.23,33.23,172000,1946
-117.23,33.22,97000,962
-117.23,33.22,148800,1036
-117.24,33.22,162500,1173
-117.24,33.21,151400,1938
-117.23,33.21,164600,348
-117.25,33.25,205000,2997
-117.27,33.23,198500,9690
-117.27,33.22,196700,999
-117.27,33.22,90800,470
-117.28,33.22,98600,1065
-117.27,33.21,177500,3161
-117.25,33.22,142600,1160
-117.25,33.22,135800,1654
-117.26,33.21,136000,1325
-117.28,33.2,175600,1012
-117.27,33.2,150700,1360
-117.26,33.2,121900,1675
-117.27,33.2,156900,978
-117.27,33.19,139300,663
-117.28,33.19,165800,1633
-117.25,33.21,127200,1992
-117.24,33.21,121700,1859
-117.24,33.21,111300,1581
-117.24,33.2,147500,1045
-117.24,33.2,171700,989
-117.25,33.2,124500,1472
-117.25,33.2,131300,1302
-117.25,33.21,117000,1035
-117.23,33.21,213800,861
-117.22,33.21,198800,1901
-117.22,33.2,205500,801
-117.23,33.2,166000,1770
-117.23,33.2,212500,999
-117.21,33.2,253700,1288
-117.22,33.19,216900,1948
-117.27,33.18,215700,1481
-117.26,33.19,216100,1518
-117.26,33.19,158500,1044
-117.25,33.19,207000,830
-117.24,33.19,159400,1035
-117.23,33.19,192500,1147
-117.24,33.18,200200,1646
-117.3,33.17,182600,3760
-117.32,33.17,239000,828
-117.31,33.17,283900,809
-117.31,33.16,247800,2282
-117.31,33.16,224400,781
-117.29,33.18,111400,1632
-117.29,33.18,160600,436
-117.28,33.18,157300,842
-117.28,33.18,178100,384
-117.26,33.18,225600,2235
-117.27,33.15,244900,10877
-117.29,33.15,87500,952
-117.24,33.17,237500,3925
-117.22,33.17,135700,810
-117.23,33.16,228100,1164
-117.23,33.16,214500,2091
-117.22,33.18,183900,2328
-117.21,33.17,163800,1446
-117.21,33.19,218500,1722
-117.19,33.18,209700,1921
-117.21,33.16,196000,1246
-117.2,33.16,91600,3094
-117.2,33.15,199000,1927
-117.2,33.14,139200,1663
-117.22,33.14,210400,2314
-117.21,33.14,163300,1708
-117.21,33.13,132800,754
-117.17,33.18,214300,426
-117.18,33.16,159900,3943
-117.15,33.16,158500,2726
-117.14,33.16,202700,733
-117.14,33.15,168400,702
-117.14,33.15,174600,758
-117.1,33.14,159500,4917
-117.11,33.14,190500,1395
-117.14,33.12,264000,2662
-117.13,33.13,80000,1123
-117.11,33.12,200000,59
-117.1,33.12,275000,315
-117.11,33.11,132400,1167
-117.14,33.07,199600,4074
-117.12,33.07,186600,363
-117.1,33.07,347300,1080
-117.07,33.07,444100,1045
-117.1,33.09,353000,5640
-117.08,33.08,249100,1383
-117.09,33.1,177000,1387
-117.08,33.09,178300,1988
-117.09,33.12,122500,620
-117.08,33.11,115100,1301
-117.08,33.11,127700,1556
-117.09,33.11,171600,891
-117.08,33.12,145500,823
-117.07,33.11,139900,1326
-117.08,33.11,116700,1669
-117.08,33.12,114300,565
-117.07,33.12,187700,2818
-117.07,33.12,146300,1224
-117.07,33.12,127000,1251
-117.07,33.11,142300,3004
-117.06,33.09,262500,3516
-117.03,33.13,172800,3555
-116.97,33.13,287500,2177
-117.05,33.13,169900,1118
-117.05,33.11,223500,2095
-117.05,33.13,167500,1099
-117.05,33.1,320200,2119
-117.03,33.12,248300,1286
-117.04,33.09,335600,1902
-116.93,33.06,239900,1628
-116.89,32.99,210900,1448
-116.95,32.96,222600,992
-116.84,33.08,225900,1474
-116.77,33.08,239100,737
-116.78,33.0,221000,5102
-116.84,33.01,199200,2592
-116.88,33.05,166700,4197
-116.88,33.02,171500,1818
